"NEGERI","year","week","No_of_dengue_case"
"PAHANG",2014," 17","22"
"TERENGGANU",2014," 17","4"
"KELANTAN",2014," 17","85"
"SARAWAK",2014," 17","18"
"SABAH",2014," 17","18"
"LABUAN",2014," 17","1"
"MALAYSIA",2014," 17","974"
"PERLIS",2015," 17",NA
"KEDAH",2015," 17",NA
"PULAU PINANG",2015," 17",NA
"PERAK",2015," 17",NA
"SELANGOR",2015," 17",NA
"WPKL/PUTRAJAYA",2015," 17",NA
"N.SEMBILAN",2015," 17",NA
"MELAKA",2015," 17",NA
"JOHOR",2015," 17",NA
"PAHANG",2015," 17",NA
"TERENGGANU",2015," 17",NA
"KELANTAN",2015," 17",NA
"SARAWAK",2015," 17",NA
"SABAH",2015," 17",NA
"LABUAN",2015," 17",NA
"MALAYSIA",2015," 17","0"
"PERLIS",2010," 18","4"
"KEDAH",2010," 18","23"
"PULAU PINANG",2010," 18","17"
"PERAK",2010," 18","38"
"SELANGOR",2010," 18","301"
"WPKL/PUTRAJAYA",2010," 18","92"
"N.SEMBILAN",2010," 18","42"
"MELAKA",2010," 18","10"
"JOHOR",2010," 18","88"
"PAHANG",2010," 18","15"
"TERENGGANU",2010," 18","11"
"KELANTAN",2010," 18","35"
"SARAWAK",2010," 18","47"
"SABAH",2010," 18","37"
"LABUAN",2010," 18","0"
"MALAYSIA",2010," 18","760"
"PERLIS",2011," 18","1"
"KEDAH",2011," 18","5"
"PULAU PINANG",2011," 18","34"
"PERAK",2011," 18","21"
"SELANGOR",2011," 18","120"
"WPKL/PUTRAJAYA",2011," 18","36"
"N.SEMBILAN",2011," 18","27"
"MELAKA",2011," 18","7"
"JOHOR",2011," 18","26"
"PAHANG",2011," 18","14"
"TERENGGANU",2011," 18","6"
"KELANTAN",2011," 18","9"
"SARAWAK",2011," 18","21"
"SABAH",2011," 18","7"
"LABUAN",2011," 18","0"
"MALAYSIA",2011," 18","334"
"PERLIS",2012," 18","3"
"KEDAH",2012," 18","27"
"PULAU PINANG",2012," 18","9"
"PERAK",2012," 18","28"
"SELANGOR",2012," 18","182"
"WPKL/PUTRAJAYA",2012," 18","45"
"N.SEMBILAN",2012," 18","7"
"MELAKA",2012," 18","7"
"JOHOR",2012," 18","31"
"PAHANG",2012," 18","8"
"TERENGGANU",2012," 18","11"
"KELANTAN",2012," 18","15"
"SARAWAK",2012," 18","23"
"SABAH",2012," 18","8"
"LABUAN",2012," 18","1"
"MALAYSIA",2012," 18","405"
"PERLIS",2013," 18","1"
"KEDAH",2013," 18","12"
"PULAU PINANG",2013," 18","6"
"PERAK",2013," 18","24"
"SELANGOR",2013," 18","179"
"WPKL/PUTRAJAYA",2013," 18","57"
"N.SEMBILAN",2013," 18","19"
"MELAKA",2013," 18","5"
"JOHOR",2013," 18","100"
"PAHANG",2013," 18","11"
"TERENGGANU",2013," 18","5"
"KELANTAN",2013," 18","17"
"SARAWAK",2013," 18","18"
"SABAH",2013," 18","9"
"LABUAN",2013," 18","0"
"MALAYSIA",2013," 18","463"
"PERLIS",2014," 18","3"
"KEDAH",2014," 18","18"
"PULAU PINANG",2014," 18","25"
"PERAK",2014," 18","62"
"SELANGOR",2014," 18","636"
"WPKL/PUTRAJAYA",2014," 18","92"
"N.SEMBILAN",2014," 18","51"
"MELAKA",2014," 18","25"
"JOHOR",2014," 18","74"
"PAHANG",2014," 18","19"
"TERENGGANU",2014," 18","9"
"KELANTAN",2014," 18","63"
"SARAWAK",2014," 18","34"
"SABAH",2014," 18","22"
"LABUAN",2014," 18","0"
"MALAYSIA",2014," 18","1133"
"PERLIS",2015," 18",NA
"KEDAH",2015," 18",NA
"PULAU PINANG",2015," 18",NA
"PERAK",2015," 18",NA
"SELANGOR",2015," 18",NA
"WPKL/PUTRAJAYA",2015," 18",NA
"N.SEMBILAN",2015," 18",NA
"MELAKA",2015," 18",NA
"JOHOR",2015," 18",NA
"PAHANG",2015," 18",NA
"TERENGGANU",2015," 18",NA
"KELANTAN",2015," 18",NA
"SARAWAK",2015," 18",NA
"SABAH",2015," 18",NA
"LABUAN",2015," 18",NA
"MALAYSIA",2015," 18","0"
"PERLIS",2010," 19","4"
"KEDAH",2010," 19","21"
"PULAU PINANG",2010," 19","18"
"PERAK",2010," 19","33"
"SELANGOR",2010," 19","337"
"WPKL/PUTRAJAYA",2010," 19","91"
"N.SEMBILAN",2010," 19","51"
"MELAKA",2010," 19","15"
"JOHOR",2010," 19","53"
"PAHANG",2010," 19","17"
"TERENGGANU",2010," 19","15"
"KELANTAN",2010," 19","32"
"SARAWAK",2010," 19","44"
"SABAH",2010," 19","35"
"LABUAN",2010," 19","0"
"MALAYSIA",2010," 19","766"
"PERLIS",2011," 19","1"
"KEDAH",2011," 19","11"
"PULAU PINANG",2011," 19","32"
"PERAK",2011," 19","28"
"SELANGOR",2011," 19","153"
"WPKL/PUTRAJAYA",2011," 19","37"
"N.SEMBILAN",2011," 19","19"
"MELAKA",2011," 19","8"
"JOHOR",2011," 19","32"
"PAHANG",2011," 19","12"
"TERENGGANU",2011," 19","13"
"KELANTAN",2011," 19","4"
"SARAWAK",2011," 19","23"
"SABAH",2011," 19","9"
"LABUAN",2011," 19","0"
"MALAYSIA",2011," 19","382"
"PERLIS",2012," 19","3"
"KEDAH",2012," 19","16"
"PULAU PINANG",2012," 19","18"
"PERAK",2012," 19","18"
"SELANGOR",2012," 19","202"
"WPKL/PUTRAJAYA",2012," 19","19"
"N.SEMBILAN",2012," 19","10"
"MELAKA",2012," 19","7"
"JOHOR",2012," 19","36"
"PAHANG",2012," 19","7"
"TERENGGANU",2012," 19","17"
"KELANTAN",2012," 19","13"
"SARAWAK",2012," 19","20"
"SABAH",2012," 19","7"
"LABUAN",2012," 19","0"
"MALAYSIA",2012," 19","393"
"PERLIS",2013," 19","4"
"KEDAH",2013," 19","14"
"PULAU PINANG",2013," 19","11"
"PERAK",2013," 19","28"
"SELANGOR",2013," 19","178"
"WPKL/PUTRAJAYA",2013," 19","50"
"N.SEMBILAN",2013," 19","16"
"MELAKA",2013," 19","7"
"JOHOR",2013," 19","83"
"PAHANG",2013," 19","5"
"TERENGGANU",2013," 19","7"
"KELANTAN",2013," 19","15"
"SARAWAK",2013," 19","24"
"SABAH",2013," 19","9"
"LABUAN",2013," 19","0"
"MALAYSIA",2013," 19","451"
"PERLIS",2014," 19","2"
"KEDAH",2014," 19","19"
"PULAU PINANG",2014," 19","21"
"PERAK",2014," 19","67"
"SELANGOR",2014," 19","728"
"WPKL/PUTRAJAYA",2014," 19","106"
"N.SEMBILAN",2014," 19","61"
"MELAKA",2014," 19","23"
"JOHOR",2014," 19","59"
"PAHANG",2014," 19","18"
"TERENGGANU",2014," 19","10"
"KELANTAN",2014," 19","82"
"SARAWAK",2014," 19","34"
"SABAH",2014," 19","26"
"LABUAN",2014," 19","0"
"MALAYSIA",2014," 19","1256"
"PERLIS",2015," 19",NA
"KEDAH",2015," 19",NA
"PULAU PINANG",2015," 19",NA
"PERAK",2015," 19",NA
"SELANGOR",2015," 19",NA
"WPKL/PUTRAJAYA",2015," 19",NA
"N.SEMBILAN",2015," 19",NA
"MELAKA",2015," 19",NA
"JOHOR",2015," 19",NA
"PAHANG",2015," 19",NA
"TERENGGANU",2015," 19",NA
"KELANTAN",2015," 19",NA
"SARAWAK",2015," 19",NA
"SABAH",2015," 19",NA
"LABUAN",2015," 19",NA
"MALAYSIA",2015," 19","0"
"PERLIS",2010," 20","6"
"KEDAH",2010," 20","19"
"PULAU PINANG",2010," 20","27"
"PERAK",2010," 20","37"
"SELANGOR",2010," 20","370"
"WPKL/PUTRAJAYA",2010," 20","71"
"N.SEMBILAN",2010," 20","56"
"MELAKA",2010," 20","18"
"JOHOR",2010," 20","61"
"PAHANG",2010," 20","14"
"TERENGGANU",2010," 20","22"
"KELANTAN",2010," 20","32"
"SARAWAK",2010," 20","48"
"SABAH",2010," 20","53"
"LABUAN",2010," 20","0"
"MALAYSIA",2010," 20","834"
"PERLIS",2011," 20","0"
"KEDAH",2011," 20","13"
"PULAU PINANG",2011," 20","29"
"PERAK",2011," 20","22"
"SELANGOR",2011," 20","179"
"WPKL/PUTRAJAYA",2011," 20","44"
"N.SEMBILAN",2011," 20","15"
"MELAKA",2011," 20","4"
"JOHOR",2011," 20","24"
"PAHANG",2011," 20","13"
"TERENGGANU",2011," 20","11"
"KELANTAN",2011," 20","11"
"SARAWAK",2011," 20","16"
"SABAH",2011," 20","3"
"LABUAN",2011," 20","0"
"MALAYSIA",2011," 20","384"
"PERLIS",2012," 20","1"
"KEDAH",2012," 20","19"
"PULAU PINANG",2012," 20","21"
"PERAK",2012," 20","20"
"SELANGOR",2012," 20","186"
"WPKL/PUTRAJAYA",2012," 20","26"
"N.SEMBILAN",2012," 20","11"
"MELAKA",2012," 20","9"
"JOHOR",2012," 20","36"
"PAHANG",2012," 20","11"
"TERENGGANU",2012," 20","12"
"KELANTAN",2012," 20","18"
"SARAWAK",2012," 20","22"
"SABAH",2012," 20","13"
"LABUAN",2012," 20","0"
"MALAYSIA",2012," 20","405"
"PERLIS",2013," 20","1"
"KEDAH",2013," 20","17"
"PULAU PINANG",2013," 20","10"
"PERAK",2013," 20","33"
"SELANGOR",2013," 20","210"
"WPKL/PUTRAJAYA",2013," 20","58"
"N.SEMBILAN",2013," 20","12"
"MELAKA",2013," 20","8"
"JOHOR",2013," 20","87"
"PAHANG",2013," 20","10"
"TERENGGANU",2013," 20","11"
"KELANTAN",2013," 20","17"
"SARAWAK",2013," 20","16"
"SABAH",2013," 20","13"
"LABUAN",2013," 20","0"
"MALAYSIA",2013," 20","503"
"PERLIS",2014," 20","3"
"KEDAH",2014," 20","28"
"PULAU PINANG",2014," 20","18"
"PERAK",2014," 20","67"
"SELANGOR",2014," 20","731"
"WPKL/PUTRAJAYA",2014," 20","133"
"N.SEMBILAN",2014," 20","50"
"MELAKA",2014," 20","33"
"JOHOR",2014," 20","69"
"PAHANG",2014," 20","23"
"TERENGGANU",2014," 20","12"
"KELANTAN",2014," 20","71"
"SARAWAK",2014," 20","24"
"SABAH",2014," 20","17"
"LABUAN",2014," 20","0"
"MALAYSIA",2014," 20","1279"
"PERLIS",2015," 20",NA
"KEDAH",2015," 20",NA
"PULAU PINANG",2015," 20",NA
"PERAK",2015," 20",NA
"SELANGOR",2015," 20",NA
"WPKL/PUTRAJAYA",2015," 20",NA
"N.SEMBILAN",2015," 20",NA
"MELAKA",2015," 20",NA
"JOHOR",2015," 20",NA
"PAHANG",2015," 20",NA
"TERENGGANU",2015," 20",NA
"KELANTAN",2015," 20",NA
"SARAWAK",2015," 20",NA
"SABAH",2015," 20",NA
"LABUAN",2015," 20",NA
"MALAYSIA",2015," 20","0"
"PERLIS",2010," 21","3"
"KEDAH",2010," 21","33"
"PULAU PINANG",2010," 21","21"
"PERAK",2010," 21","38"
"SELANGOR",2010," 21","287"
"WPKL/PUTRAJAYA",2010," 21","81"
"N.SEMBILAN",2010," 21","40"
"MELAKA",2010," 21","17"
"JOHOR",2010," 21","90"
"PAHANG",2010," 21","34"
"TERENGGANU",2010," 21","15"
"KELANTAN",2010," 21","45"
"SARAWAK",2010," 21","46"
"SABAH",2010," 21","39"
"LABUAN",2010," 21","0"
"MALAYSIA",2010," 21","789"
"PERLIS",2011," 21","0"
"KEDAH",2011," 21","4"
"PULAU PINANG",2011," 21","41"
"PERAK",2011," 21","20"
"SELANGOR",2011," 21","178"
"WPKL/PUTRAJAYA",2011," 21","52"
"N.SEMBILAN",2011," 21","13"
"MELAKA",2011," 21","12"
"JOHOR",2011," 21","22"
"PAHANG",2011," 21","14"
"TERENGGANU",2011," 21","5"
"KELANTAN",2011," 21","8"
"SARAWAK",2011," 21","15"
"SABAH",2011," 21","4"
"LABUAN",2011," 21","0"
"MALAYSIA",2011," 21","388"
"PERLIS",2012," 21","0"
"KEDAH",2012," 21","17"
"PULAU PINANG",2012," 21","13"
"PERAK",2012," 21","24"
"SELANGOR",2012," 21","200"
"WPKL/PUTRAJAYA",2012," 21","19"
"N.SEMBILAN",2012," 21","7"
"MELAKA",2012," 21","6"
"JOHOR",2012," 21","37"
"PAHANG",2012," 21","12"
"TERENGGANU",2012," 21","9"
"KELANTAN",2012," 21","27"
"SARAWAK",2012," 21","11"
"SABAH",2012," 21","14"
"LABUAN",2012," 21","0"
"MALAYSIA",2012," 21","396"
"PERLIS",2013," 21","4"
"KEDAH",2013," 21","17"
"PULAU PINANG",2013," 21","12"
"PERAK",2013," 21","31"
"SELANGOR",2013," 21","208"
"WPKL/PUTRAJAYA",2013," 21","67"
"N.SEMBILAN",2013," 21","11"
"MELAKA",2013," 21","11"
"JOHOR",2013," 21","77"
"PAHANG",2013," 21","7"
"TERENGGANU",2013," 21","17"
"KELANTAN",2013," 21","26"
"SARAWAK",2013," 21","13"
"SABAH",2013," 21","5"
"LABUAN",2013," 21","2"
"MALAYSIA",2013," 21","508"
"PERLIS",2014," 21",NA
"KEDAH",2014," 21",NA
"PULAU PINANG",2014," 21",NA
"PERAK",2014," 21",NA
"SELANGOR",2014," 21",NA
"WPKL/PUTRAJAYA",2014," 21",NA
"N.SEMBILAN",2014," 21",NA
"MELAKA",2014," 21",NA
"JOHOR",2014," 21",NA
"PAHANG",2014," 21",NA
"TERENGGANU",2014," 21",NA
"KELANTAN",2014," 21",NA
"SARAWAK",2014," 21",NA
"SABAH",2014," 21",NA
"LABUAN",2014," 21",NA
"MALAYSIA",2014," 21","MISSING"
"PERLIS",2015," 21",NA
"KEDAH",2015," 21",NA
"PULAU PINANG",2015," 21",NA
"PERAK",2015," 21",NA
"SELANGOR",2015," 21",NA
"WPKL/PUTRAJAYA",2015," 21",NA
"N.SEMBILAN",2015," 21",NA
"MELAKA",2015," 21",NA
"JOHOR",2015," 21",NA
"PAHANG",2015," 21",NA
"TERENGGANU",2015," 21",NA
"KELANTAN",2015," 21",NA
"SARAWAK",2015," 21",NA
"SABAH",2015," 21",NA
"LABUAN",2015," 21",NA
"MALAYSIA",2015," 21","0"
"PERLIS",2010," 22","2"
"KEDAH",2010," 22","25"
"PULAU PINANG",2010," 22","21"
"PERAK",2010," 22","54"
"SELANGOR",2010," 22","311"
"WPKL/PUTRAJAYA",2010," 22","83"
"N.SEMBILAN",2010," 22","50"
"MELAKA",2010," 22","14"
"JOHOR",2010," 22","96"
"PAHANG",2010," 22","27"
"TERENGGANU",2010," 22","11"
"KELANTAN",2010," 22","33"
"SARAWAK",2010," 22","44"
"SABAH",2010," 22","43"
"LABUAN",2010," 22","0"
"MALAYSIA",2010," 22","814"
"PERLIS",2011," 22","1"
"KEDAH",2011," 22","14"
"PULAU PINANG",2011," 22","46"
"PERAK",2011," 22","19"
"SELANGOR",2011," 22","143"
"WPKL/PUTRAJAYA",2011," 22","50"
"N.SEMBILAN",2011," 22","18"
"MELAKA",2011," 22","6"
"JOHOR",2011," 22","22"
"PAHANG",2011," 22","19"
"TERENGGANU",2011," 22","4"
"KELANTAN",2011," 22","10"
"SARAWAK",2011," 22","10"
"SABAH",2011," 22","7"
"LABUAN",2011," 22","0"
"MALAYSIA",2011," 22","369"
"PERLIS",2012," 22","3"
"KEDAH",2012," 22","11"
"PULAU PINANG",2012," 22","10"
"PERAK",2012," 22","24"
"SELANGOR",2012," 22","177"
"WPKL/PUTRAJAYA",2012," 22","23"
"N.SEMBILAN",2012," 22","8"
"MELAKA",2012," 22","6"
"JOHOR",2012," 22","37"
"PAHANG",2012," 22","7"
"TERENGGANU",2012," 22","12"
"KELANTAN",2012," 22","6"
"SARAWAK",2012," 22","18"
"SABAH",2012," 22","7"
"LABUAN",2012," 22","0"
"MALAYSIA",2012," 22","349"
"PERLIS",2013," 22","9"
"KEDAH",2013," 22","17"
"PULAU PINANG",2013," 22","10"
"PERAK",2013," 22","19"
"SELANGOR",2013," 22","296"
"WPKL/PUTRAJAYA",2013," 22","48"
"N.SEMBILAN",2013," 22","19"
"MELAKA",2013," 22","3"
"JOHOR",2013," 22","90"
"PAHANG",2013," 22","8"
"TERENGGANU",2013," 22","3"
"KELANTAN",2013," 22","14"
"SARAWAK",2013," 22","20"
"SABAH",2013," 22","7"
"LABUAN",2013," 22","1"
"MALAYSIA",2013," 22","564"
"PERLIS",2014," 22","4"
"KEDAH",2014," 22","41"
"PULAU PINANG",2014," 22","43"
"PERAK",2014," 22","77"
"SELANGOR",2014," 22","1156"
"WPKL/PUTRAJAYA",2014," 22","125"
"N.SEMBILAN",2014," 22","66"
"MELAKA",2014," 22","23"
"JOHOR",2014," 22","75"
"PAHANG",2014," 22","20"
"TERENGGANU",2014," 22","18"
"KELANTAN",2014," 22","61"
"SARAWAK",2014," 22","26"
"SABAH",2014," 22","20"
"LABUAN",2014," 22","0"
"MALAYSIA",2014," 22","1755"
"PERLIS",2015," 22",NA
"KEDAH",2015," 22",NA
"PULAU PINANG",2015," 22",NA
"PERAK",2015," 22",NA
"SELANGOR",2015," 22",NA
"WPKL/PUTRAJAYA",2015," 22",NA
"N.SEMBILAN",2015," 22",NA
"MELAKA",2015," 22",NA
"JOHOR",2015," 22",NA
"PAHANG",2015," 22",NA
"TERENGGANU",2015," 22",NA
"KELANTAN",2015," 22",NA
"SARAWAK",2015," 22",NA
"SABAH",2015," 22",NA
"LABUAN",2015," 22",NA
"MALAYSIA",2015," 22","0"
"PERLIS",2010," 23","5"
"KEDAH",2010," 23","17"
"PULAU PINANG",2010," 23","23"
"PERAK",2010," 23","78"
"SELANGOR",2010," 23","286"
"WPKL/PUTRAJAYA",2010," 23","66"
"N.SEMBILAN",2010," 23","70"
"MELAKA",2010," 23","13"
"JOHOR",2010," 23","91"
"PAHANG",2010," 23","57"
"TERENGGANU",2010," 23","7"
"KELANTAN",2010," 23","32"
"SARAWAK",2010," 23","54"
"SABAH",2010," 23","91"
"LABUAN",2010," 23","1"
"MALAYSIA",2010," 23","891"
"PERLIS",2011," 23","3"
"KEDAH",2011," 23","7"
"PULAU PINANG",2011," 23","47"
"PERAK",2011," 23","21"
"SELANGOR",2011," 23","137"
"WPKL/PUTRAJAYA",2011," 23","42"
"N.SEMBILAN",2011," 23","9"
"MELAKA",2011," 23","6"
"JOHOR",2011," 23","24"
"PAHANG",2011," 23","19"
"TERENGGANU",2011," 23","7"
"KELANTAN",2011," 23","8"
"SARAWAK",2011," 23","23"
"SABAH",2011," 23","6"
"LABUAN",2011," 23","0"
"MALAYSIA",2011," 23","359"
"PERLIS",2012," 23","2"
"KEDAH",2012," 23","17"
"PULAU PINANG",2012," 23","16"
"PERAK",2012," 23","23"
"SELANGOR",2012," 23","184"
"WPKL/PUTRAJAYA",2012," 23","17"
"N.SEMBILAN",2012," 23","4"
"MELAKA",2012," 23","5"
"JOHOR",2012," 23","26"
"PAHANG",2012," 23","16"
"TERENGGANU",2012," 23","10"
"KELANTAN",2012," 23","13"
"SARAWAK",2012," 23","14"
"SABAH",2012," 23","7"
"LABUAN",2012," 23","0"
"MALAYSIA",2012," 23","354"
"PERLIS",2013," 23","13"
"KEDAH",2013," 23","10"
"PULAU PINANG",2013," 23","13"
"PERAK",2013," 23","18"
"SELANGOR",2013," 23","260"
"WPKL/PUTRAJAYA",2013," 23","22"
"N.SEMBILAN",2013," 23","10"
"MELAKA",2013," 23","9"
"JOHOR",2013," 23","92"
"PAHANG",2013," 23","11"
"TERENGGANU",2013," 23","9"
"KELANTAN",2013," 23","21"
"SARAWAK",2013," 23","14"
"SABAH",2013," 23","7"
"LABUAN",2013," 23","0"
"MALAYSIA",2013," 23","509"
"PERLIS",2014," 23","3"
"KEDAH",2014," 23","29"
"PULAU PINANG",2014," 23","30"
"PERAK",2014," 23","82"
"SELANGOR",2014," 23","967"
"WPKL/PUTRAJAYA",2014," 23","141"
"N.SEMBILAN",2014," 23","93"
"MELAKA",2014," 23","39"
"JOHOR",2014," 23","63"
"PAHANG",2014," 23","24"
"TERENGGANU",2014," 23","10"
"KELANTAN",2014," 23","59"
"SARAWAK",2014," 23","28"
"SABAH",2014," 23","18"
"LABUAN",2014," 23","0"
"MALAYSIA",2014," 23","1586"
"PERLIS",2015," 23",NA
"KEDAH",2015," 23",NA
"PULAU PINANG",2015," 23",NA
"PERAK",2015," 23",NA
"SELANGOR",2015," 23",NA
"WPKL/PUTRAJAYA",2015," 23",NA
"N.SEMBILAN",2015," 23",NA
"MELAKA",2015," 23",NA
"JOHOR",2015," 23",NA
"PAHANG",2015," 23",NA
"TERENGGANU",2015," 23",NA
"KELANTAN",2015," 23",NA
"SARAWAK",2015," 23",NA
"SABAH",2015," 23",NA
"LABUAN",2015," 23",NA
"MALAYSIA",2015," 23","0"
"PERLIS",2010," 24","3"
"KEDAH",2010," 24","14"
"PULAU PINANG",2010," 24","31"
"PERAK",2010," 24","66"
"SELANGOR",2010," 24","325"
"WPKL/PUTRAJAYA",2010," 24","76"
"N.SEMBILAN",2010," 24","65"
"MELAKA",2010," 24","13"
"JOHOR",2010," 24","113"
"PAHANG",2010," 24","44"
"TERENGGANU",2010," 24","16"
"KELANTAN",2010," 24","40"
"SARAWAK",2010," 24","57"
"SABAH",2010," 24","77"
"LABUAN",2010," 24","2"
"MALAYSIA",2010," 24","942"
"PERLIS",2011," 24","3"
"KEDAH",2011," 24","14"
"PULAU PINANG",2011," 24","39"
"PERAK",2011," 24","26"
"SELANGOR",2011," 24","151"
"WPKL/PUTRAJAYA",2011," 24","47"
"N.SEMBILAN",2011," 24","15"
"MELAKA",2011," 24","5"
"JOHOR",2011," 24","23"
"PAHANG",2011," 24","14"
"TERENGGANU",2011," 24","9"
"KELANTAN",2011," 24","9"
"SARAWAK",2011," 24","15"
"SABAH",2011," 24","5"
"LABUAN",2011," 24","0"
"MALAYSIA",2011," 24","375"
"PERLIS",2012," 24","7"
"KEDAH",2012," 24","21"
"PULAU PINANG",2012," 24","10"
"PERAK",2012," 24","36"
"SELANGOR",2012," 24","168"
"WPKL/PUTRAJAYA",2012," 24","14"
"N.SEMBILAN",2012," 24","9"
"MELAKA",2012," 24","4"
"JOHOR",2012," 24","25"
"PAHANG",2012," 24","15"
"TERENGGANU",2012," 24","9"
"KELANTAN",2012," 24","18"
"SARAWAK",2012," 24","14"
"SABAH",2012," 24","7"
"LABUAN",2012," 24","0"
"MALAYSIA",2012," 24","357"
"PERLIS",2013," 24","15"
"KEDAH",2013," 24","15"
"PULAU PINANG",2013," 24","13"
"PERAK",2013," 24","25"
"SELANGOR",2013," 24","265"
"WPKL/PUTRAJAYA",2013," 24","31"
"N.SEMBILAN",2013," 24","12"
"MELAKA",2013," 24","10"
"JOHOR",2013," 24","116"
"PAHANG",2013," 24","14"
"TERENGGANU",2013," 24","7"
"KELANTAN",2013," 24","17"
"SARAWAK",2013," 24","24"
"SABAH",2013," 24","11"
"LABUAN",2013," 24","0"
"MALAYSIA",2013," 24","575"
"PERLIS",2014," 24","6"
"KEDAH",2014," 24","33"
"PULAU PINANG",2014," 24","28"
"PERAK",2014," 24","68"
"SELANGOR",2014," 24","1099"
"WPKL/PUTRAJAYA",2014," 24","147"
"N.SEMBILAN",2014," 24","107"
"MELAKA",2014," 24","42"
"JOHOR",2014," 24","88"
"PAHANG",2014," 24","18"
"TERENGGANU",2014," 24","16"
"KELANTAN",2014," 24","88"
"SARAWAK",2014," 24","36"
"SABAH",2014," 24","21"
"LABUAN",2014," 24","0"
"MALAYSIA",2014," 24","1797"
"PERLIS",2015," 24",NA
"KEDAH",2015," 24",NA
"PULAU PINANG",2015," 24",NA
"PERAK",2015," 24",NA
"SELANGOR",2015," 24",NA
"WPKL/PUTRAJAYA",2015," 24",NA
"N.SEMBILAN",2015," 24",NA
"MELAKA",2015," 24",NA
"JOHOR",2015," 24",NA
"PAHANG",2015," 24",NA
"TERENGGANU",2015," 24",NA
"KELANTAN",2015," 24",NA
"SARAWAK",2015," 24",NA
"SABAH",2015," 24",NA
"LABUAN",2015," 24",NA
"MALAYSIA",2015," 24","0"
"PERLIS",2010," 25","2"
"KEDAH",2010," 25","18"
"PULAU PINANG",2010," 25","23"
"PERAK",2010," 25","78"
"SELANGOR",2010," 25","332"
"WPKL/PUTRAJAYA",2010," 25","74"
"N.SEMBILAN",2010," 25","35"
"MELAKA",2010," 25","31"
"JOHOR",2010," 25","79"
"PAHANG",2010," 25","53"
"TERENGGANU",2010," 25","13"
"KELANTAN",2010," 25","64"
"SARAWAK",2010," 25","60"
"SABAH",2010," 25","76"
"LABUAN",2010," 25","0"
"MALAYSIA",2010," 25","938"
"PERLIS",2011," 25","3"
"KEDAH",2011," 25","10"
"PULAU PINANG",2011," 25","33"
"PERAK",2011," 25","27"
"SELANGOR",2011," 25","182"
"WPKL/PUTRAJAYA",2011," 25","34"
"N.SEMBILAN",2011," 25","16"
"MELAKA",2011," 25","10"
"JOHOR",2011," 25","37"
"PAHANG",2011," 25","20"
"TERENGGANU",2011," 25","12"
"KELANTAN",2011," 25","12"
"SARAWAK",2011," 25","23"
"SABAH",2011," 25","7"
"LABUAN",2011," 25","0"
"MALAYSIA",2011," 25","426"
"PERLIS",2012," 25","10"
"KEDAH",2012," 25","15"
"PULAU PINANG",2012," 25","22"
"PERAK",2012," 25","28"
"SELANGOR",2012," 25","173"
"WPKL/PUTRAJAYA",2012," 25","26"
"N.SEMBILAN",2012," 25","7"
"MELAKA",2012," 25","8"
"JOHOR",2012," 25","24"
"PAHANG",2012," 25","5"
"TERENGGANU",2012," 25","14"
"KELANTAN",2012," 25","12"
"SARAWAK",2012," 25","12"
"SABAH",2012," 25","10"
"LABUAN",2012," 25","1"
"MALAYSIA",2012," 25","367"
"PERLIS",2013," 25","5"
"KEDAH",2013," 25","31"
"PULAU PINANG",2013," 25","18"
"PERAK",2013," 25","41"
"SELANGOR",2013," 25","293"
"WPKL/PUTRAJAYA",2013," 25","44"
"N.SEMBILAN",2013," 25","15"
"MELAKA",2013," 25","11"
"JOHOR",2013," 25","116"
"PAHANG",2013," 25","11"
"TERENGGANU",2013," 25","9"
"KELANTAN",2013," 25","25"
"SARAWAK",2013," 25","29"
"SABAH",2013," 25","10"
"LABUAN",2013," 25","0"
"MALAYSIA",2013," 25","658"
"PERLIS",2014," 25","9"
"KEDAH",2014," 25","60"
"PULAU PINANG",2014," 25","43"
"PERAK",2014," 25","112"
"SELANGOR",2014," 25","1038"
"WPKL/PUTRAJAYA",2014," 25","179"
"N.SEMBILAN",2014," 25","132"
"MELAKA",2014," 25","49"
"JOHOR",2014," 25","110"
"PAHANG",2014," 25","31"
"TERENGGANU",2014," 25","19"
"KELANTAN",2014," 25","167"
"SARAWAK",2014," 25","41"
"SABAH",2014," 25","31"
"LABUAN",2014," 25","0"
"MALAYSIA",2014," 25","2021"
"PERLIS",2015," 25",NA
"KEDAH",2015," 25",NA
"PULAU PINANG",2015," 25",NA
"PERAK",2015," 25",NA
"SELANGOR",2015," 25",NA
"WPKL/PUTRAJAYA",2015," 25",NA
"N.SEMBILAN",2015," 25",NA
"MELAKA",2015," 25",NA
"JOHOR",2015," 25",NA
"PAHANG",2015," 25",NA
"TERENGGANU",2015," 25",NA
"KELANTAN",2015," 25",NA
"SARAWAK",2015," 25",NA
"SABAH",2015," 25",NA
"LABUAN",2015," 25",NA
"MALAYSIA",2015," 25","0"
"PERLIS",2010," 26","5"
"KEDAH",2010," 26","22"
"PULAU PINANG",2010," 26","40"
"PERAK",2010," 26","63"
"SELANGOR",2010," 26","381"
"WPKL/PUTRAJAYA",2010," 26","73"
"N.SEMBILAN",2010," 26","36"
"MELAKA",2010," 26","25"
"JOHOR",2010," 26","144"
"PAHANG",2010," 26","40"
"TERENGGANU",2010," 26","12"
"KELANTAN",2010," 26","67"
"SARAWAK",2010," 26","70"
"SABAH",2010," 26","71"
"LABUAN",2010," 26","2"
