"NEGERI","year","week","No_of_dengue_case"
"MELAKA",2014," 17",NA
"JOHOR",2014," 17",NA
"PAHANG",2014," 17",NA
"TERENGGANU",2014," 17",NA
"KELANTAN",2014," 17",NA
"SARAWAK",2014," 17",NA
"SABAH",2014," 17",NA
"LABUAN",2014," 17",NA
"MALAYSIA",2014," 17","NO MORTALITY"
"PERLIS",2015," 17",NA
"KEDAH",2015," 17",NA
"PULAU PINANG",2015," 17",NA
"PERAK",2015," 17",NA
"SELANGOR",2015," 17",NA
"WPKL/PUTRAJAYA",2015," 17",NA
"N.SEMBILAN",2015," 17",NA
"MELAKA",2015," 17",NA
"JOHOR",2015," 17",NA
"PAHANG",2015," 17",NA
"TERENGGANU",2015," 17",NA
"KELANTAN",2015," 17",NA
"SARAWAK",2015," 17",NA
"SABAH",2015," 17",NA
"LABUAN",2015," 17",NA
"MALAYSIA",2015," 17","0"
"PERLIS",2010," 18",NA
"KEDAH",2010," 18",NA
"PULAU PINANG",2010," 18",NA
"PERAK",2010," 18",NA
"SELANGOR",2010," 18",NA
"WPKL/PUTRAJAYA",2010," 18",NA
"N.SEMBILAN",2010," 18",NA
"MELAKA",2010," 18",NA
"JOHOR",2010," 18",NA
"PAHANG",2010," 18",NA
"TERENGGANU",2010," 18",NA
"KELANTAN",2010," 18",NA
"SARAWAK",2010," 18",NA
"SABAH",2010," 18",NA
"LABUAN",2010," 18",NA
"MALAYSIA",2010," 18","NO MORTALITY"
"PERLIS",2011," 18",NA
"KEDAH",2011," 18",NA
"PULAU PINANG",2011," 18",NA
"PERAK",2011," 18",NA
"SELANGOR",2011," 18",NA
"WPKL/PUTRAJAYA",2011," 18",NA
"N.SEMBILAN",2011," 18",NA
"MELAKA",2011," 18",NA
"JOHOR",2011," 18",NA
"PAHANG",2011," 18",NA
"TERENGGANU",2011," 18",NA
"KELANTAN",2011," 18",NA
"SARAWAK",2011," 18",NA
"SABAH",2011," 18",NA
"LABUAN",2011," 18",NA
"MALAYSIA",2011," 18","NO MORTALITY"
"PERLIS",2012," 18",NA
"KEDAH",2012," 18",NA
"PULAU PINANG",2012," 18",NA
"PERAK",2012," 18",NA
"SELANGOR",2012," 18","1"
"WPKL/PUTRAJAYA",2012," 18",NA
"N.SEMBILAN",2012," 18",NA
"MELAKA",2012," 18",NA
"JOHOR",2012," 18","1"
"PAHANG",2012," 18",NA
"TERENGGANU",2012," 18",NA
"KELANTAN",2012," 18",NA
"SARAWAK",2012," 18",NA
"SABAH",2012," 18",NA
"LABUAN",2012," 18",NA
"MALAYSIA",2012," 18","2"
"PERLIS",2013," 18",NA
"KEDAH",2013," 18",NA
"PULAU PINANG",2013," 18",NA
"PERAK",2013," 18",NA
"SELANGOR",2013," 18",NA
"WPKL/PUTRAJAYA",2013," 18","1"
"N.SEMBILAN",2013," 18",NA
"MELAKA",2013," 18",NA
"JOHOR",2013," 18",NA
"PAHANG",2013," 18",NA
"TERENGGANU",2013," 18",NA
"KELANTAN",2013," 18",NA
"SARAWAK",2013," 18",NA
"SABAH",2013," 18",NA
"LABUAN",2013," 18",NA
"MALAYSIA",2013," 18","1"
"PERLIS",2014," 18",NA
"KEDAH",2014," 18",NA
"PULAU PINANG",2014," 18",NA
"PERAK",2014," 18","1"
"SELANGOR",2014," 18",NA
"WPKL/PUTRAJAYA",2014," 18",NA
"N.SEMBILAN",2014," 18",NA
"MELAKA",2014," 18",NA
"JOHOR",2014," 18",NA
"PAHANG",2014," 18",NA
"TERENGGANU",2014," 18",NA
"KELANTAN",2014," 18",NA
"SARAWAK",2014," 18",NA
"SABAH",2014," 18",NA
"LABUAN",2014," 18",NA
"MALAYSIA",2014," 18","1"
"PERLIS",2015," 18",NA
"KEDAH",2015," 18",NA
"PULAU PINANG",2015," 18",NA
"PERAK",2015," 18",NA
"SELANGOR",2015," 18",NA
"WPKL/PUTRAJAYA",2015," 18",NA
"N.SEMBILAN",2015," 18",NA
"MELAKA",2015," 18",NA
"JOHOR",2015," 18",NA
"PAHANG",2015," 18",NA
"TERENGGANU",2015," 18",NA
"KELANTAN",2015," 18",NA
"SARAWAK",2015," 18",NA
"SABAH",2015," 18",NA
"LABUAN",2015," 18",NA
"MALAYSIA",2015," 18","0"
"PERLIS",2010," 19",NA
"KEDAH",2010," 19",NA
"PULAU PINANG",2010," 19",NA
"PERAK",2010," 19",NA
"SELANGOR",2010," 19","2"
"WPKL/PUTRAJAYA",2010," 19",NA
"N.SEMBILAN",2010," 19",NA
"MELAKA",2010," 19",NA
"JOHOR",2010," 19",NA
"PAHANG",2010," 19",NA
"TERENGGANU",2010," 19",NA
"KELANTAN",2010," 19",NA
"SARAWAK",2010," 19",NA
"SABAH",2010," 19",NA
"LABUAN",2010," 19",NA
"MALAYSIA",2010," 19","2"
"PERLIS",2011," 19",NA
"KEDAH",2011," 19",NA
"PULAU PINANG",2011," 19",NA
"PERAK",2011," 19",NA
"SELANGOR",2011," 19",NA
"WPKL/PUTRAJAYA",2011," 19",NA
"N.SEMBILAN",2011," 19",NA
"MELAKA",2011," 19",NA
"JOHOR",2011," 19",NA
"PAHANG",2011," 19",NA
"TERENGGANU",2011," 19",NA
"KELANTAN",2011," 19",NA
"SARAWAK",2011," 19",NA
"SABAH",2011," 19",NA
"LABUAN",2011," 19",NA
"MALAYSIA",2011," 19","NO MORTALITY"
"PERLIS",2012," 19",NA
"KEDAH",2012," 19",NA
"PULAU PINANG",2012," 19",NA
"PERAK",2012," 19",NA
"SELANGOR",2012," 19",NA
"WPKL/PUTRAJAYA",2012," 19",NA
"N.SEMBILAN",2012," 19",NA
"MELAKA",2012," 19",NA
"JOHOR",2012," 19",NA
"PAHANG",2012," 19",NA
"TERENGGANU",2012," 19",NA
"KELANTAN",2012," 19",NA
"SARAWAK",2012," 19",NA
"SABAH",2012," 19",NA
"LABUAN",2012," 19",NA
"MALAYSIA",2012," 19","0"
"PERLIS",2013," 19",NA
"KEDAH",2013," 19",NA
"PULAU PINANG",2013," 19",NA
"PERAK",2013," 19",NA
"SELANGOR",2013," 19",NA
"WPKL/PUTRAJAYA",2013," 19",NA
"N.SEMBILAN",2013," 19",NA
"MELAKA",2013," 19",NA
"JOHOR",2013," 19","1"
"PAHANG",2013," 19",NA
"TERENGGANU",2013," 19",NA
"KELANTAN",2013," 19",NA
"SARAWAK",2013," 19",NA
"SABAH",2013," 19",NA
"LABUAN",2013," 19",NA
"MALAYSIA",2013," 19","1"
"PERLIS",2014," 19",NA
"KEDAH",2014," 19",NA
"PULAU PINANG",2014," 19",NA
"PERAK",2014," 19",NA
"SELANGOR",2014," 19",NA
"WPKL/PUTRAJAYA",2014," 19",NA
"N.SEMBILAN",2014," 19",NA
"MELAKA",2014," 19",NA
"JOHOR",2014," 19",NA
"PAHANG",2014," 19",NA
"TERENGGANU",2014," 19",NA
"KELANTAN",2014," 19",NA
"SARAWAK",2014," 19",NA
"SABAH",2014," 19",NA
"LABUAN",2014," 19",NA
"MALAYSIA",2014," 19","NO MORTALITY"
"PERLIS",2015," 19",NA
"KEDAH",2015," 19",NA
"PULAU PINANG",2015," 19",NA
"PERAK",2015," 19",NA
"SELANGOR",2015," 19",NA
"WPKL/PUTRAJAYA",2015," 19",NA
"N.SEMBILAN",2015," 19",NA
"MELAKA",2015," 19",NA
"JOHOR",2015," 19",NA
"PAHANG",2015," 19",NA
"TERENGGANU",2015," 19",NA
"KELANTAN",2015," 19",NA
"SARAWAK",2015," 19",NA
"SABAH",2015," 19",NA
"LABUAN",2015," 19",NA
"MALAYSIA",2015," 19","0"
"PERLIS",2010," 20",NA
"KEDAH",2010," 20",NA
"PULAU PINANG",2010," 20",NA
"PERAK",2010," 20",NA
"SELANGOR",2010," 20",NA
"WPKL/PUTRAJAYA",2010," 20",NA
"N.SEMBILAN",2010," 20","1"
"MELAKA",2010," 20",NA
"JOHOR",2010," 20","1"
"PAHANG",2010," 20",NA
"TERENGGANU",2010," 20",NA
"KELANTAN",2010," 20",NA
"SARAWAK",2010," 20",NA
"SABAH",2010," 20",NA
"LABUAN",2010," 20",NA
"MALAYSIA",2010," 20","2"
"PERLIS",2011," 20",NA
"KEDAH",2011," 20",NA
"PULAU PINANG",2011," 20",NA
"PERAK",2011," 20",NA
"SELANGOR",2011," 20",NA
"WPKL/PUTRAJAYA",2011," 20",NA
"N.SEMBILAN",2011," 20",NA
"MELAKA",2011," 20",NA
"JOHOR",2011," 20",NA
"PAHANG",2011," 20",NA
"TERENGGANU",2011," 20",NA
"KELANTAN",2011," 20",NA
"SARAWAK",2011," 20",NA
"SABAH",2011," 20",NA
"LABUAN",2011," 20",NA
"MALAYSIA",2011," 20","NO MORTALITY"
"PERLIS",2012," 20",NA
"KEDAH",2012," 20",NA
"PULAU PINANG",2012," 20",NA
"PERAK",2012," 20",NA
"SELANGOR",2012," 20",NA
"WPKL/PUTRAJAYA",2012," 20",NA
"N.SEMBILAN",2012," 20",NA
"MELAKA",2012," 20",NA
"JOHOR",2012," 20",NA
"PAHANG",2012," 20",NA
"TERENGGANU",2012," 20",NA
"KELANTAN",2012," 20",NA
"SARAWAK",2012," 20",NA
"SABAH",2012," 20",NA
"LABUAN",2012," 20",NA
"MALAYSIA",2012," 20","0"
"PERLIS",2013," 20",NA
"KEDAH",2013," 20",NA
"PULAU PINANG",2013," 20",NA
"PERAK",2013," 20",NA
"SELANGOR",2013," 20","1"
"WPKL/PUTRAJAYA",2013," 20",NA
"N.SEMBILAN",2013," 20",NA
"MELAKA",2013," 20",NA
"JOHOR",2013," 20",NA
"PAHANG",2013," 20",NA
"TERENGGANU",2013," 20",NA
"KELANTAN",2013," 20",NA
"SARAWAK",2013," 20",NA
"SABAH",2013," 20",NA
"LABUAN",2013," 20",NA
"MALAYSIA",2013," 20","1"
"PERLIS",2014," 20",NA
"KEDAH",2014," 20",NA
"PULAU PINANG",2014," 20",NA
"PERAK",2014," 20",NA
"SELANGOR",2014," 20","1"
"WPKL/PUTRAJAYA",2014," 20",NA
"N.SEMBILAN",2014," 20",NA
"MELAKA",2014," 20",NA
"JOHOR",2014," 20",NA
"PAHANG",2014," 20",NA
"TERENGGANU",2014," 20",NA
"KELANTAN",2014," 20",NA
"SARAWAK",2014," 20",NA
"SABAH",2014," 20",NA
"LABUAN",2014," 20",NA
"MALAYSIA",2014," 20","1"
"PERLIS",2015," 20",NA
"KEDAH",2015," 20",NA
"PULAU PINANG",2015," 20",NA
"PERAK",2015," 20",NA
"SELANGOR",2015," 20",NA
"WPKL/PUTRAJAYA",2015," 20",NA
"N.SEMBILAN",2015," 20",NA
"MELAKA",2015," 20",NA
"JOHOR",2015," 20",NA
"PAHANG",2015," 20",NA
"TERENGGANU",2015," 20",NA
"KELANTAN",2015," 20",NA
"SARAWAK",2015," 20",NA
"SABAH",2015," 20",NA
"LABUAN",2015," 20",NA
"MALAYSIA",2015," 20","0"
"PERLIS",2010," 21",NA
"KEDAH",2010," 21",NA
"PULAU PINANG",2010," 21",NA
"PERAK",2010," 21",NA
"SELANGOR",2010," 21",NA
"WPKL/PUTRAJAYA",2010," 21",NA
"N.SEMBILAN",2010," 21",NA
"MELAKA",2010," 21","1"
"JOHOR",2010," 21",NA
"PAHANG",2010," 21",NA
"TERENGGANU",2010," 21",NA
"KELANTAN",2010," 21",NA
"SARAWAK",2010," 21",NA
"SABAH",2010," 21",NA
"LABUAN",2010," 21",NA
"MALAYSIA",2010," 21","1"
"PERLIS",2011," 21",NA
"KEDAH",2011," 21",NA
"PULAU PINANG",2011," 21",NA
"PERAK",2011," 21",NA
"SELANGOR",2011," 21",NA
"WPKL/PUTRAJAYA",2011," 21","1"
"N.SEMBILAN",2011," 21",NA
"MELAKA",2011," 21",NA
"JOHOR",2011," 21",NA
"PAHANG",2011," 21",NA
"TERENGGANU",2011," 21",NA
"KELANTAN",2011," 21",NA
"SARAWAK",2011," 21",NA
"SABAH",2011," 21",NA
"LABUAN",2011," 21",NA
"MALAYSIA",2011," 21","1"
"PERLIS",2012," 21",NA
"KEDAH",2012," 21",NA
"PULAU PINANG",2012," 21",NA
"PERAK",2012," 21",NA
"SELANGOR",2012," 21",NA
"WPKL/PUTRAJAYA",2012," 21",NA
"N.SEMBILAN",2012," 21",NA
"MELAKA",2012," 21",NA
"JOHOR",2012," 21",NA
"PAHANG",2012," 21",NA
"TERENGGANU",2012," 21",NA
"KELANTAN",2012," 21",NA
"SARAWAK",2012," 21",NA
"SABAH",2012," 21",NA
"LABUAN",2012," 21",NA
"MALAYSIA",2012," 21","0"
"PERLIS",2013," 21",NA
"KEDAH",2013," 21",NA
"PULAU PINANG",2013," 21",NA
"PERAK",2013," 21",NA
"SELANGOR",2013," 21",NA
"WPKL/PUTRAJAYA",2013," 21","1"
"N.SEMBILAN",2013," 21",NA
"MELAKA",2013," 21",NA
"JOHOR",2013," 21",NA
"PAHANG",2013," 21",NA
"TERENGGANU",2013," 21",NA
"KELANTAN",2013," 21",NA
"SARAWAK",2013," 21",NA
"SABAH",2013," 21",NA
"LABUAN",2013," 21",NA
"MALAYSIA",2013," 21","1"
"PERLIS",2014," 21",NA
"KEDAH",2014," 21",NA
"PULAU PINANG",2014," 21",NA
"PERAK",2014," 21",NA
"SELANGOR",2014," 21","1"
"WPKL/PUTRAJAYA",2014," 21",NA
"N.SEMBILAN",2014," 21",NA
"MELAKA",2014," 21",NA
"JOHOR",2014," 21",NA
"PAHANG",2014," 21",NA
"TERENGGANU",2014," 21",NA
"KELANTAN",2014," 21",NA
"SARAWAK",2014," 21",NA
"SABAH",2014," 21",NA
"LABUAN",2014," 21",NA
"MALAYSIA",2014," 21","1"
"PERLIS",2015," 21",NA
"KEDAH",2015," 21",NA
"PULAU PINANG",2015," 21",NA
"PERAK",2015," 21",NA
"SELANGOR",2015," 21",NA
"WPKL/PUTRAJAYA",2015," 21",NA
"N.SEMBILAN",2015," 21",NA
"MELAKA",2015," 21",NA
"JOHOR",2015," 21",NA
"PAHANG",2015," 21",NA
"TERENGGANU",2015," 21",NA
"KELANTAN",2015," 21",NA
"SARAWAK",2015," 21",NA
"SABAH",2015," 21",NA
"LABUAN",2015," 21",NA
"MALAYSIA",2015," 21","0"
"PERLIS",2010," 22",NA
"KEDAH",2010," 22",NA
"PULAU PINANG",2010," 22",NA
"PERAK",2010," 22",NA
"SELANGOR",2010," 22",NA
"WPKL/PUTRAJAYA",2010," 22",NA
"N.SEMBILAN",2010," 22",NA
"MELAKA",2010," 22",NA
"JOHOR",2010," 22","2"
"PAHANG",2010," 22",NA
"TERENGGANU",2010," 22",NA
"KELANTAN",2010," 22",NA
"SARAWAK",2010," 22","1"
"SABAH",2010," 22",NA
"LABUAN",2010," 22",NA
"MALAYSIA",2010," 22","3"
"PERLIS",2011," 22",NA
"KEDAH",2011," 22",NA
"PULAU PINANG",2011," 22",NA
"PERAK",2011," 22","1"
"SELANGOR",2011," 22",NA
"WPKL/PUTRAJAYA",2011," 22",NA
"N.SEMBILAN",2011," 22",NA
"MELAKA",2011," 22",NA
"JOHOR",2011," 22",NA
"PAHANG",2011," 22",NA
"TERENGGANU",2011," 22",NA
"KELANTAN",2011," 22",NA
"SARAWAK",2011," 22",NA
"SABAH",2011," 22",NA
"LABUAN",2011," 22",NA
"MALAYSIA",2011," 22","1"
"PERLIS",2012," 22",NA
"KEDAH",2012," 22",NA
"PULAU PINANG",2012," 22",NA
"PERAK",2012," 22",NA
"SELANGOR",2012," 22",NA
"WPKL/PUTRAJAYA",2012," 22",NA
"N.SEMBILAN",2012," 22",NA
"MELAKA",2012," 22",NA
"JOHOR",2012," 22",NA
"PAHANG",2012," 22",NA
"TERENGGANU",2012," 22",NA
"KELANTAN",2012," 22",NA
"SARAWAK",2012," 22",NA
"SABAH",2012," 22",NA
"LABUAN",2012," 22",NA
"MALAYSIA",2012," 22","0"
"PERLIS",2013," 22",NA
"KEDAH",2013," 22",NA
"PULAU PINANG",2013," 22",NA
"PERAK",2013," 22",NA
"SELANGOR",2013," 22","1"
"WPKL/PUTRAJAYA",2013," 22",NA
"N.SEMBILAN",2013," 22",NA
"MELAKA",2013," 22",NA
"JOHOR",2013," 22",NA
"PAHANG",2013," 22",NA
"TERENGGANU",2013," 22",NA
"KELANTAN",2013," 22",NA
"SARAWAK",2013," 22",NA
"SABAH",2013," 22",NA
"LABUAN",2013," 22",NA
"MALAYSIA",2013," 22","1"
"PERLIS",2014," 22",NA
"KEDAH",2014," 22","1"
"PULAU PINANG",2014," 22",NA
"PERAK",2014," 22",NA
"SELANGOR",2014," 22",NA
"WPKL/PUTRAJAYA",2014," 22",NA
"N.SEMBILAN",2014," 22","1"
"MELAKA",2014," 22","1"
"JOHOR",2014," 22",NA
"PAHANG",2014," 22",NA
"TERENGGANU",2014," 22",NA
"KELANTAN",2014," 22",NA
"SARAWAK",2014," 22",NA
"SABAH",2014," 22",NA
"LABUAN",2014," 22",NA
"MALAYSIA",2014," 22","3"
"PERLIS",2015," 22",NA
"KEDAH",2015," 22",NA
"PULAU PINANG",2015," 22",NA
"PERAK",2015," 22",NA
"SELANGOR",2015," 22",NA
"WPKL/PUTRAJAYA",2015," 22",NA
"N.SEMBILAN",2015," 22",NA
"MELAKA",2015," 22",NA
"JOHOR",2015," 22",NA
"PAHANG",2015," 22",NA
"TERENGGANU",2015," 22",NA
"KELANTAN",2015," 22",NA
"SARAWAK",2015," 22",NA
"SABAH",2015," 22",NA
"LABUAN",2015," 22",NA
"MALAYSIA",2015," 22","0"
"PERLIS",2010," 23",NA
"KEDAH",2010," 23",NA
"PULAU PINANG",2010," 23",NA
"PERAK",2010," 23","1"
"SELANGOR",2010," 23","3"
"WPKL/PUTRAJAYA",2010," 23",NA
"N.SEMBILAN",2010," 23",NA
"MELAKA",2010," 23",NA
"JOHOR",2010," 23",NA
"PAHANG",2010," 23",NA
"TERENGGANU",2010," 23",NA
"KELANTAN",2010," 23",NA
"SARAWAK",2010," 23","1"
"SABAH",2010," 23",NA
"LABUAN",2010," 23",NA
"MALAYSIA",2010," 23","5"
"PERLIS",2011," 23",NA
"KEDAH",2011," 23",NA
"PULAU PINANG",2011," 23",NA
"PERAK",2011," 23",NA
"SELANGOR",2011," 23",NA
"WPKL/PUTRAJAYA",2011," 23",NA
"N.SEMBILAN",2011," 23",NA
"MELAKA",2011," 23",NA
"JOHOR",2011," 23",NA
"PAHANG",2011," 23",NA
"TERENGGANU",2011," 23",NA
"KELANTAN",2011," 23",NA
"SARAWAK",2011," 23",NA
"SABAH",2011," 23",NA
"LABUAN",2011," 23",NA
"MALAYSIA",2011," 23","NO MORTALITY"
"PERLIS",2012," 23",NA
"KEDAH",2012," 23",NA
"PULAU PINANG",2012," 23",NA
"PERAK",2012," 23","1"
"SELANGOR",2012," 23",NA
"WPKL/PUTRAJAYA",2012," 23",NA
"N.SEMBILAN",2012," 23",NA
"MELAKA",2012," 23",NA
"JOHOR",2012," 23",NA
"PAHANG",2012," 23",NA
"TERENGGANU",2012," 23",NA
"KELANTAN",2012," 23",NA
"SARAWAK",2012," 23",NA
"SABAH",2012," 23",NA
"LABUAN",2012," 23",NA
"MALAYSIA",2012," 23","1"
"PERLIS",2013," 23",NA
"KEDAH",2013," 23",NA
"PULAU PINANG",2013," 23","1"
"PERAK",2013," 23",NA
"SELANGOR",2013," 23","1"
"WPKL/PUTRAJAYA",2013," 23",NA
"N.SEMBILAN",2013," 23",NA
"MELAKA",2013," 23","1"
"JOHOR",2013," 23",NA
"PAHANG",2013," 23",NA
"TERENGGANU",2013," 23",NA
"KELANTAN",2013," 23",NA
"SARAWAK",2013," 23",NA
"SABAH",2013," 23",NA
"LABUAN",2013," 23",NA
"MALAYSIA",2013," 23","3"
"PERLIS",2014," 23",NA
"KEDAH",2014," 23","1"
"PULAU PINANG",2014," 23",NA
"PERAK",2014," 23",NA
"SELANGOR",2014," 23",NA
"WPKL/PUTRAJAYA",2014," 23","2"
"N.SEMBILAN",2014," 23",NA
"MELAKA",2014," 23",NA
"JOHOR",2014," 23",NA
"PAHANG",2014," 23",NA
"TERENGGANU",2014," 23",NA
"KELANTAN",2014," 23",NA
"SARAWAK",2014," 23",NA
"SABAH",2014," 23",NA
"LABUAN",2014," 23",NA
"MALAYSIA",2014," 23","3"
"PERLIS",2015," 23",NA
"KEDAH",2015," 23",NA
"PULAU PINANG",2015," 23",NA
"PERAK",2015," 23",NA
"SELANGOR",2015," 23",NA
"WPKL/PUTRAJAYA",2015," 23",NA
"N.SEMBILAN",2015," 23",NA
"MELAKA",2015," 23",NA
"JOHOR",2015," 23",NA
"PAHANG",2015," 23",NA
"TERENGGANU",2015," 23",NA
"KELANTAN",2015," 23",NA
"SARAWAK",2015," 23",NA
"SABAH",2015," 23",NA
"LABUAN",2015," 23",NA
"MALAYSIA",2015," 23","0"
"PERLIS",2010," 24",NA
"KEDAH",2010," 24",NA
"PULAU PINANG",2010," 24",NA
"PERAK",2010," 24","1"
"SELANGOR",2010," 24",NA
"WPKL/PUTRAJAYA",2010," 24",NA
"N.SEMBILAN",2010," 24","2"
"MELAKA",2010," 24",NA
"JOHOR",2010," 24","1"
"PAHANG",2010," 24",NA
"TERENGGANU",2010," 24",NA
"KELANTAN",2010," 24","1"
"SARAWAK",2010," 24",NA
"SABAH",2010," 24",NA
"LABUAN",2010," 24",NA
"MALAYSIA",2010," 24","5"
"PERLIS",2011," 24",NA
"KEDAH",2011," 24",NA
"PULAU PINANG",2011," 24",NA
"PERAK",2011," 24",NA
"SELANGOR",2011," 24",NA
"WPKL/PUTRAJAYA",2011," 24",NA
"N.SEMBILAN",2011," 24",NA
"MELAKA",2011," 24",NA
"JOHOR",2011," 24",NA
"PAHANG",2011," 24",NA
"TERENGGANU",2011," 24",NA
"KELANTAN",2011," 24",NA
"SARAWAK",2011," 24",NA
"SABAH",2011," 24","1"
"LABUAN",2011," 24",NA
"MALAYSIA",2011," 24","1"
"PERLIS",2012," 24",NA
"KEDAH",2012," 24",NA
"PULAU PINANG",2012," 24",NA
"PERAK",2012," 24",NA
"SELANGOR",2012," 24","1"
"WPKL/PUTRAJAYA",2012," 24",NA
"N.SEMBILAN",2012," 24",NA
"MELAKA",2012," 24",NA
"JOHOR",2012," 24",NA
"PAHANG",2012," 24",NA
"TERENGGANU",2012," 24",NA
"KELANTAN",2012," 24",NA
"SARAWAK",2012," 24",NA
"SABAH",2012," 24",NA
"LABUAN",2012," 24",NA
"MALAYSIA",2012," 24","1"
"PERLIS",2013," 24",NA
"KEDAH",2013," 24",NA
"PULAU PINANG",2013," 24",NA
"PERAK",2013," 24",NA
"SELANGOR",2013," 24","1"
"WPKL/PUTRAJAYA",2013," 24",NA
"N.SEMBILAN",2013," 24",NA
"MELAKA",2013," 24",NA
"JOHOR",2013," 24",NA
"PAHANG",2013," 24",NA
"TERENGGANU",2013," 24",NA
"KELANTAN",2013," 24",NA
"SARAWAK",2013," 24",NA
"SABAH",2013," 24",NA
"LABUAN",2013," 24",NA
"MALAYSIA",2013," 24","1"
"PERLIS",2014," 24",NA
"KEDAH",2014," 24",NA
"PULAU PINANG",2014," 24",NA
"PERAK",2014," 24",NA
"SELANGOR",2014," 24","2"
"WPKL/PUTRAJAYA",2014," 24","1"
"N.SEMBILAN",2014," 24",NA
"MELAKA",2014," 24",NA
"JOHOR",2014," 24",NA
"PAHANG",2014," 24",NA
"TERENGGANU",2014," 24",NA
"KELANTAN",2014," 24",NA
"SARAWAK",2014," 24",NA
"SABAH",2014," 24",NA
"LABUAN",2014," 24",NA
"MALAYSIA",2014," 24","3"
"PERLIS",2015," 24",NA
"KEDAH",2015," 24",NA
"PULAU PINANG",2015," 24",NA
"PERAK",2015," 24",NA
"SELANGOR",2015," 24",NA
"WPKL/PUTRAJAYA",2015," 24",NA
"N.SEMBILAN",2015," 24",NA
"MELAKA",2015," 24",NA
"JOHOR",2015," 24",NA
"PAHANG",2015," 24",NA
"TERENGGANU",2015," 24",NA
"KELANTAN",2015," 24",NA
"SARAWAK",2015," 24",NA
"SABAH",2015," 24",NA
"LABUAN",2015," 24",NA
"MALAYSIA",2015," 24","0"
"PERLIS",2010," 25",NA
"KEDAH",2010," 25","1"
"PULAU PINANG",2010," 25",NA
"PERAK",2010," 25",NA
"SELANGOR",2010," 25",NA
"WPKL/PUTRAJAYA",2010," 25",NA
"N.SEMBILAN",2010," 25",NA
"MELAKA",2010," 25","1"
"JOHOR",2010," 25",NA
"PAHANG",2010," 25",NA
"TERENGGANU",2010," 25",NA
"KELANTAN",2010," 25",NA
"SARAWAK",2010," 25","2"
"SABAH",2010," 25",NA
"LABUAN",2010," 25",NA
"MALAYSIA",2010," 25","4"
"PERLIS",2011," 25",NA
"KEDAH",2011," 25",NA
"PULAU PINANG",2011," 25",NA
"PERAK",2011," 25",NA
"SELANGOR",2011," 25",NA
"WPKL/PUTRAJAYA",2011," 25",NA
"N.SEMBILAN",2011," 25",NA
"MELAKA",2011," 25",NA
"JOHOR",2011," 25",NA
"PAHANG",2011," 25",NA
"TERENGGANU",2011," 25",NA
"KELANTAN",2011," 25",NA
"SARAWAK",2011," 25",NA
"SABAH",2011," 25",NA
"LABUAN",2011," 25",NA
"MALAYSIA",2011," 25","NO MORTALITY"
"PERLIS",2012," 25",NA
"KEDAH",2012," 25",NA
"PULAU PINANG",2012," 25",NA
"PERAK",2012," 25",NA
"SELANGOR",2012," 25",NA
"WPKL/PUTRAJAYA",2012," 25",NA
"N.SEMBILAN",2012," 25",NA
"MELAKA",2012," 25",NA
"JOHOR",2012," 25",NA
"PAHANG",2012," 25",NA
"TERENGGANU",2012," 25",NA
"KELANTAN",2012," 25",NA
"SARAWAK",2012," 25",NA
"SABAH",2012," 25",NA
"LABUAN",2012," 25",NA
"MALAYSIA",2012," 25","0"
"PERLIS",2013," 25",NA
"KEDAH",2013," 25",NA
"PULAU PINANG",2013," 25",NA
"PERAK",2013," 25",NA
"SELANGOR",2013," 25","1"
"WPKL/PUTRAJAYA",2013," 25","1"
"N.SEMBILAN",2013," 25",NA
"MELAKA",2013," 25",NA
"JOHOR",2013," 25",NA
"PAHANG",2013," 25",NA
"TERENGGANU",2013," 25",NA
"KELANTAN",2013," 25",NA
"SARAWAK",2013," 25",NA
"SABAH",2013," 25",NA
"LABUAN",2013," 25",NA
"MALAYSIA",2013," 25","2"
"PERLIS",2014," 25",NA
"KEDAH",2014," 25",NA
"PULAU PINANG",2014," 25",NA
"PERAK",2014," 25",NA
"SELANGOR",2014," 25","2"
"WPKL/PUTRAJAYA",2014," 25",NA
"N.SEMBILAN",2014," 25",NA
"MELAKA",2014," 25",NA
"JOHOR",2014," 25","2"
"PAHANG",2014," 25",NA
"TERENGGANU",2014," 25",NA
"KELANTAN",2014," 25",NA
"SARAWAK",2014," 25",NA
"SABAH",2014," 25",NA
"LABUAN",2014," 25",NA
"MALAYSIA",2014," 25","4"
"PERLIS",2015," 25",NA
"KEDAH",2015," 25",NA
"PULAU PINANG",2015," 25",NA
"PERAK",2015," 25",NA
"SELANGOR",2015," 25",NA
"WPKL/PUTRAJAYA",2015," 25",NA
"N.SEMBILAN",2015," 25",NA
"MELAKA",2015," 25",NA
"JOHOR",2015," 25",NA
"PAHANG",2015," 25",NA
"TERENGGANU",2015," 25",NA
"KELANTAN",2015," 25",NA
"SARAWAK",2015," 25",NA
"SABAH",2015," 25",NA
"LABUAN",2015," 25",NA
"MALAYSIA",2015," 25","0"
"PERLIS",2010," 26",NA
"KEDAH",2010," 26",NA
"PULAU PINANG",2010," 26",NA
"PERAK",2010," 26",NA
"SELANGOR",2010," 26","2"
"WPKL/PUTRAJAYA",2010," 26",NA
"N.SEMBILAN",2010," 26",NA
"MELAKA",2010," 26",NA
"JOHOR",2010," 26",NA
"PAHANG",2010," 26",NA
"TERENGGANU",2010," 26",NA
